date,open,high,low,close,volume,BVPS cơ bản,EPS 4 quý,P/E cơ bản,ROAA,ROEA,ROS,Current_Assets,Current_Liabilities,Total_Liabilities,Equity,Total_Assets
2012-09-28,1530.0,1530.0,1530.0,1530.0,2300,16013.0,2680.0,3.58,0.16,0.53,0.95,366148,286748,351468,204504,688655
2012-10-01,1500.0,1500.0,1470.0,1470.0,7980,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-02,1470.0,1470.0,1410.0,1470.0,9910,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-03,1470.0,1500.0,1470.0,1500.0,1990,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-04,1500.0,1560.0,1440.0,1560.0,4400,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-05,1560.0,1590.0,1500.0,1590.0,4090,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-08,1530.0,1530.0,1530.0,1530.0,2000,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-09,1530.0,1560.0,1500.0,1560.0,70,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-10,1500.0,1560.0,1500.0,1560.0,17610,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-11,1590.0,1590.0,1530.0,1590.0,6440,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-12,1590.0,1590.0,1530.0,1530.0,570,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-15,1470.0,1560.0,1470.0,1470.0,1310,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-16,1530.0,1530.0,1500.0,1500.0,1120,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-17,1500.0,1500.0,1500.0,1500.0,5720,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-18,1530.0,1530.0,1530.0,1530.0,310,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
2012-10-19,1530.0,1560.0,1500.0,1560.0,3290,15930.0,1923.0,2.65,0.2,0.68,2.08,353508,281410,339097,203447,669973
